time,altitude,groundspeed,true_airspeed,vertical_rate,mass,fuel_flow
6742.0,17779.921875,462.0,448.439082432001,-2557.734375,64228.6967468262,0.18563812476039557
6743.0,17743.46875,461.64453125,447.753871054788,-2537.73437499997,64228.6967468262,0.18373240748497943
6744.0,17703.015625,461.0,447.098761790209,-2517.73437499997,64228.6967468262,0.18557906327458723
6745.0,17659.46875,460.64453125,446.563038651992,-2498.86718749999,64228.6967468262,0.18765409014265388
6746.0,17619.46875,460.0,445.942584402286,-2493.3984375,64228.6967468262,0.18630748826622331
6747.0,17579.015625,459.64453125,445.3352229573581,-2525.6640625,64228.6967468262,0.18821320554163945
6748.0,17535.46875,459.0,444.725771825628,-2575.6640625,64228.6967468262,0.18748478055000334
6749.0,17495.015625,458.64453125,444.1397444529701,-2626.796875,64228.6967468262,0.18776433824949612
6750.0,17451.015625,458.0,443.53769022943,-2686.796875,64228.6967468262,0.18905187864011777
6751.0,17406.5625,457.64453125,443.13896418804296,-2749.0625,64228.6967468262,0.19050872862339055
6752.0,17358.5625,457.0,442.60287432403,-2826.796875,64228.6967468262,0.18994961322440446
6753.0,17310.5625,457.0,442.327586180733,-2889.0625,64228.6967468262,0.18905187864011777
6754.0,17262.109375,456.64453125,441.999072016826,-2965.6640625,64228.6967468262,0.19218607482034722
6755.0,17210.5625,456.0,441.589837285878,-3017.9296875,64228.6967468262,0.1959975093711789
6756.0,17161.65625,456.0,440.926520552649,-3086.796875,64228.6967468262,0.19509977478689222
6757.0,17106.5625,456.0,440.33619618899496,-3146.796875,64228.6967468262,0.19627706707067166
6758.0,17057.65625,456.0,440.086227527928,-3206.796875,64228.6967468262,0.19554864207903558
6759.0,17002.109375,455.64453125,439.669194397666,-3264.53125,64228.6967468262,0.19582819977852833
6760.0,16949.203125,455.0,439.352335821982,-3306.796875,64228.6967468262,0.19739529786864277
6761.0,16889.65625,455.0,439.128791654241,-3364.53125,64228.6967468262,0.19986013054304447
6762.0,16833.65625,455.0,438.9519969928341,-3405.6640625,64228.6967468262,0.20058855553468113
6763.0,16777.203125,455.0,438.771967960392,-3451.1328125,64228.6967468262,0.20142722863315884
6764.0,16717.65625,455.0,438.569310358068,-3462.265625,64228.6967468262,0.203332945908575
6765.0,16661.203125,455.0,438.025761032248,-3481.1328125,64228.6967468262,0.20288407861643168
6766.0,16601.203125,455.0,437.637560193179,-3492.265625,64228.6967468262,0.203332945908575
6767.0,16541.65625,455.0,437.293917064011,-3510.0000000000105,64228.6967468262,0.20400230941440275
6768.0,16485.65625,455.0,437.087851389265,-3509.999999999989,64223.7001420409,0.20708531897359833
6769.0,16428.75,455.0,436.93396325982496,-3510.0000000000105,64214.6282922179,0.20534891129083332
6770.0,16365.65625,455.0,437.127766937599,-3510.0,64210.5530471802,0.20490004399868944
6771.0,16309.203125,455.0,437.634309403893,-3509.999999999989,64210.5530471802,0.20534891129083332
6772.0,16249.65625,455.0,438.137579602669,-3505.46875,64210.5530471802,0.20545915939767556
6773.0,16193.203125,455.0,438.301007830307,-3464.3359375,64210.5530471802,0.20876266517055556
6774.0,16133.203125,455.0,438.738270349582,-3410.9375,64210.5530471802,0.21111724973811444
6775.0,16073.65625,455.0,438.878140962525,-3332.0703125,64210.5530471802,0.2096603997548422
6776.0,16017.65625,455.0,439.093106281779,-3257.5390625,64210.5530471802,0.20993995745433497
6777.0,15962.5625,455.0,439.4915290173459,-3146.40625,64210.5530471802,0.21038882474647833
6778.0,15914.109375,455.0,439.987790769122,-3026.40625,64210.5530471802,0.21021951515382778
6779.0,15862.5625,454.64453125,439.7051291366,-2905.2734375,64210.5530471802,0.21167636513710056
6780.0,15815.015625,454.0,439.42999589067495,-2776.40625,64210.5530471802,0.21223548053608612
6781.0,15771.46875,453.64453125,439.084688620838,-2655.2734375,64210.5530471802,0.21341277281986556
